"","Pathogens","Library","RPM","Tissue","Family","Type"
"66084","Rat minute virus 2a","M2204APHXSH276P",16.383669,"Spleen","Parvoviridae","DNA Virus"
"66088","Rat minute virus 2a","M2212SZHJSH852F",12.92167,"Lung","Parvoviridae","DNA Virus"
"66089","Rat minute virus 2a","M2204APHXSH275F",24.97616,"Lung","Parvoviridae","DNA Virus"
"66092","Rat minute virus 2a","M2211APHJSH480C",9.396297,"Gut","Parvoviridae","DNA Virus"
"66103","Rat minute virus 2a","M2301APBCSW805CX100",31.16263,"Gut","Parvoviridae","DNA Virus"
"66108","Rat minute virus 2a","M2212YFWDSW613CX100",2.77302,"Gut","Parvoviridae","DNA Virus"
"66109","Rat minute virus 2a","M2212SGHJSH677C",14171.75,"Gut","Parvoviridae","DNA Virus"
"66113","Rat minute virus 2a","M2212YFBCSH584P",56361.74,"Spleen","Parvoviridae","DNA Virus"
"66119","Rat minute virus 2a","M2209HYHJSH538CBX100",4.017072,"Gut","Parvoviridae","DNA Virus"
"66123","Rat minute virus 2a","M2204APBCSW283P",5.8495113,"Spleen","Parvoviridae","DNA Virus"
"66125","Rat minute virus 2a","M2209HYHJSH542PBX100",13.26117,"Spleen","Parvoviridae","DNA Virus"
"66129","Rat minute virus 2a","M2212YFWDSW607CNX100",713.7947,"Gut","Parvoviridae","DNA Virus"
"66131","Rat minute virus 2a","M2212YFWDSW608CX100",289.185,"Gut","Parvoviridae","DNA Virus"
"66139","Rat minute virus 2a","M2212YFWDSW617PB",1699.623,"Spleen","Parvoviridae","DNA Virus"
"66143","Rat minute virus 2a","M2212YFWDSW609PB",137834.9,"Spleen","Parvoviridae","DNA Virus"
"66147","Rat minute virus 2a","M2211APBCSW508CBX100",356.9999,"Gut","Parvoviridae","DNA Virus"
"66153","Rat minute virus 2a","M2211APHJSH477C",24.295351,"Gut","Parvoviridae","DNA Virus"
"66158","Rat minute virus 2a","M2204APBCSW288P",16.36398,"Spleen","Parvoviridae","DNA Virus"
"66160","Rat minute virus 2a","M2212YFWDSW613FBX100",3.255166,"Lung","Parvoviridae","DNA Virus"
"66166","Rat minute virus 2a","M2212SZHJSH764CX100",396.2043,"Gut","Parvoviridae","DNA Virus"
"66168","Rat minute virus 2a","M2301APHJSH784P",1896.692184,"Spleen","Parvoviridae","DNA Virus"
"66177","Rat minute virus 2a","M2112DBH63P",140.63835,"Spleen","Parvoviridae","DNA Virus"
"66183","Rat minute virus 2a","M2112DBH16F",114.9017,"Lung","Parvoviridae","DNA Virus"
"66186","Rat minute virus 2a","M2112DBH32F",421.775,"Lung","Parvoviridae","DNA Virus"
"66190","Rat minute virus 2a","M2201APBCSW091P",176821.6813,"Spleen","Parvoviridae","DNA Virus"
"66194","Rat minute virus 2a","M2212YFWDSW616F",381.8328,"Lung","Parvoviridae","DNA Virus"
"66201","Rat minute virus 2a","M2204APHXSH277P",9.246121,"Spleen","Parvoviridae","DNA Virus"
"66203","Rat minute virus 2a","M2204ZJBCSW237C",7.12329,"Gut","Parvoviridae","DNA Virus"
"66205","Rat minute virus 2a","M2207ZJBCSW380FN",5134.9113,"Lung","Parvoviridae","DNA Virus"
"66215","Rat minute virus 2a","M2212SZHXSH748CN",44.86221,"Gut","Parvoviridae","DNA Virus"
"66227","Rat minute virus 2a","M2211APBCSW508PBX100",2339.5454,"Spleen","Parvoviridae","DNA Virus"
"66230","Rat minute virus 2a","M2204ZJWDSW213C",6.2182,"Gut","Parvoviridae","DNA Virus"
"66232","Rat minute virus 2a","M2212YFBCSW595FBN",75.81524,"Lung","Parvoviridae","DNA Virus"
"66247","Rat minute virus 2a","M2212YFWDSW615CX100",94.93292,"Gut","Parvoviridae","DNA Virus"
"66251","Rat minute virus 2a","M2211APBCSW508FB",24673.77,"Lung","Parvoviridae","DNA Virus"
"66253","Rat minute virus 2a","M2112DBH47P",711.317196,"Spleen","Parvoviridae","DNA Virus"
"66258","Rat minute virus 2a","M2204ZJBCSW237F",6.35884,"Lung","Parvoviridae","DNA Virus"
"66262","Rat minute virus 2a","M2301APBCSW804C",100.5193,"Gut","Parvoviridae","DNA Virus"
"66264","Rat minute virus 2a","M2301APHJSH785C",781.1048,"Gut","Parvoviridae","DNA Virus"
"66268","Rat minute virus 2a","M2211APBCSW496C",2.82577,"Gut","Parvoviridae","DNA Virus"
"66273","Rat minute virus 2a","M2112DBH19F",1823.872,"Lung","Parvoviridae","DNA Virus"
"66277","Rat minute virus 2a","M2201ZJBCSW154P",224.61998,"Spleen","Parvoviridae","DNA Virus"
"66284","Rat minute virus 2a","M2201APBCSW094P",87944.412,"Spleen","Parvoviridae","DNA Virus"
"66288","Rat minute virus 2a","M2201ZJHMSW170P",5.24178,"Spleen","Parvoviridae","DNA Virus"
"66296","Rat minute virus 2a","M2112DBH36F",354.991,"Lung","Parvoviridae","DNA Virus"
"66308","Rat minute virus 2a","M2112DBH42F",86.88762,"Lung","Parvoviridae","DNA Virus"
"66311","Rat minute virus 2a","M2301ZJHXSH836C",103.61257,"Gut","Parvoviridae","DNA Virus"
"66312","Rat minute virus 2a","M2201APHXSH083C",179.3372,"Gut","Parvoviridae","DNA Virus"
"66313","Rat minute virus 2a","M2204ZJHMSW220P",72.5559,"Spleen","Parvoviridae","DNA Virus"
"66321","Rat minute virus 2a","M2204ZJBCSW233F",26.322615,"Lung","Parvoviridae","DNA Virus"
"66326","Rat minute virus 2a","M2112ZJBCSW124C",203.65997,"Gut","Parvoviridae","DNA Virus"
"66327","Rat minute virus 2a","M2212SZHJSH760CN",18.87453,"Gut","Parvoviridae","DNA Virus"
"66333","Rat minute virus 2a","M2112DBH58C",831.429,"Gut","Parvoviridae","DNA Virus"
"66334","Rat minute virus 2a","M2204APBCSW287F",26.0466642,"Lung","Parvoviridae","DNA Virus"
"66341","Rat minute virus 2a","M2204APHXSH277C",23.142185,"Gut","Parvoviridae","DNA Virus"
"66342","Rat minute virus 2a","M2301APBCSW797PX100",16.0192,"Spleen","Parvoviridae","DNA Virus"
"66344","Rat minute virus 2a","M2204ZJBCSW235P",224.7146,"Spleen","Parvoviridae","DNA Virus"
"66348","Rat minute virus 2a","M2212SGBCSW694PA",16421.06948674,"Spleen","Parvoviridae","DNA Virus"
"66353","Rat minute virus 2a","M2212SSHXSH654PX100",1771.46,"Spleen","Parvoviridae","DNA Virus"
"66358","Rat minute virus 2a","M2301APBCSW803PX100",95.6287,"Spleen","Parvoviridae","DNA Virus"
"66360","Rat minute virus 2a","M2301APBCSW797C",666.90094,"Gut","Parvoviridae","DNA Virus"
"66366","Rat minute virus 2a","M2204ZJBCSW224PB",26179.38497,"Spleen","Parvoviridae","DNA Virus"
"66368","Rat minute virus 2a","M2204APHXSH275P",23.89432,"Spleen","Parvoviridae","DNA Virus"
"66376","Rat minute virus 2a","M2212YFWDSW616PB",246153.4,"Spleen","Parvoviridae","DNA Virus"
"66380","Rat minute virus 2a","M2201ZJHMSW164P",7.649781,"Spleen","Parvoviridae","DNA Virus"
"66381","Rat minute virus 2a","M2209JYHJSH568CB",118.09681,"Gut","Parvoviridae","DNA Virus"
"66391","Rat minute virus 2a","M2112DBH54P",94.3835,"Spleen","Parvoviridae","DNA Virus"
"66394","Rat minute virus 2a","M2212SZWDSW737CN",44.9781,"Gut","Parvoviridae","DNA Virus"
"66403","Rat minute virus 2a","M2204ZJHMSW238C",23.4692503,"Gut","Parvoviridae","DNA Virus"
"66406","Rat minute virus 2a","M2204ZJHMSW239P",43.24763,"Spleen","Parvoviridae","DNA Virus"
"66409","Rat minute virus 2a","M2112DBH43P",3615.798,"Spleen","Parvoviridae","DNA Virus"
"66410","Rat minute virus 2a","M2211APHJSH474C",92.25557,"Gut","Parvoviridae","DNA Virus"
"66412","Rat minute virus 2a","M2204ZJHMSW215F",10.131846,"Lung","Parvoviridae","DNA Virus"
"66426","Rat minute virus 2a","M2201APXTSW113FBRX100",9.66192,"Lung","Parvoviridae","DNA Virus"
"66435","Rat minute virus 2a","M2212YFHMSW603PB",50884.61,"Spleen","Parvoviridae","DNA Virus"
"66436","Rat minute virus 2a","M2301ZJHJSH848FX100",18.033505,"Lung","Parvoviridae","DNA Virus"
"66447","Rat minute virus 2a","M2201APBCSW095P",323.537012,"Spleen","Parvoviridae","DNA Virus"
"66448","Rat minute virus 2a","M2112DBH39P",13524.693,"Spleen","Parvoviridae","DNA Virus"
"66462","Rat minute virus 2a","M2212YFBCSW595CB",637.1609,"Gut","Parvoviridae","DNA Virus"
"66476","Rat minute virus 2a","M2201APBCSW094FBRX100",17.325233,"Lung","Parvoviridae","DNA Virus"
"66478","Rat minute virus 2a","M2301APQMSW780CX100",1359.599,"Gut","Parvoviridae","DNA Virus"
"66491","Rat minute virus 2a","M2207ZJBCSH860CX100",24.973517,"Gut","Parvoviridae","DNA Virus"
"66494","Rat minute virus 2a","M2201ZJBCSW154CRE",67.90341,"Gut","Parvoviridae","DNA Virus"
"66496","Rat minute virus 2a","M2206ZJHJSH359RCX100",5.701898,"Gut","Parvoviridae","DNA Virus"
"66504","Rat minute virus 2a","M2212YFWDSW609FBX100",11.049561,"Lung","Parvoviridae","DNA Virus"
"66518","Rat minute virus 2a","M2112DBH45P",50884.7763,"Spleen","Parvoviridae","DNA Virus"
"66520","Rat minute virus 2a","M2112ZJHJSH132P",602.7688,"Spleen","Parvoviridae","DNA Virus"
"66521","Rat minute virus 2a","M2212YFHMSW596CB",2511.615,"Gut","Parvoviridae","DNA Virus"
"66523","Rat minute virus 2a","M2212SSCQJH633FB",384.1236,"Lung","Parvoviridae","DNA Virus"
"66525","Rat minute virus 2a","M2212YFWDSW620CX100",6.136725,"Gut","Parvoviridae","DNA Virus"
"66526","Rat minute virus 2a","M2112DBH42C",247.464,"Gut","Parvoviridae","DNA Virus"
"66529","Rat minute virus 2a","M2301ZJHJSH845P",348.9697783,"Spleen","Parvoviridae","DNA Virus"
"66532","Rat minute virus 2a","M2301APBCSW805F",250.5767,"Lung","Parvoviridae","DNA Virus"
"66534","Rat minute virus 2a","M2112DBH38P",82835.6855,"Spleen","Parvoviridae","DNA Virus"
"66540","Rat minute virus 2a","M2204APHJSH263C",164.13858,"Gut","Parvoviridae","DNA Virus"
"66544","Rat minute virus 2a","M2201ZJHMSW164C",25.73114,"Gut","Parvoviridae","DNA Virus"
"66548","Rat minute virus 2a","M2112DBH43F",137.38707,"Lung","Parvoviridae","DNA Virus"
"66549","Rat minute virus 2a","M2112ZJHJSH135CRX100",3.0101878,"Gut","Parvoviridae","DNA Virus"
"66555","Rat minute virus 2a","M2212SGHJSH677PN",110487.0167,"Spleen","Parvoviridae","DNA Virus"
"66558","Rat minute virus 2a","M2212YFWDSW606PB",5170.54,"Spleen","Parvoviridae","DNA Virus"
"66566","Rat minute virus 2a","M2301APBCSW805P",76785.6204,"Spleen","Parvoviridae","DNA Virus"
"66568","Rat minute virus 2a","M2112ZJHMSW127PRX100",10.625047,"Spleen","Parvoviridae","DNA Virus"
"66570","Rat minute virus 2a","M2211APHJSH480P",35.242053,"Spleen","Parvoviridae","DNA Virus"
"66584","Rat parvovirus 1","M2209HYHJSH542PBX100",3.729707,"Spleen","Parvoviridae","DNA Virus"
"67289","Rat parvovirus 1","M2212SZHMSW726PNX100",10.9637,"Spleen","Parvoviridae","DNA Virus"
"68627","Rat parvovirus 2","M2212SZHXSH743CX100",50.3165,"Gut","Parvoviridae","DNA Virus"
"68745","Rat parvovirus 2","M2301APHJSH794F",69.817,"Lung","Parvoviridae","DNA Virus"
"68922","Rodent astrovirus 1","M2211APBCSW499C",116.652,"Gut","Astroviridae","RNA Virus"
"68999","Rodent astrovirus 1","M2112DBH41C",28412.23036,"Gut","Astroviridae","RNA Virus"
"69019","Rodent astrovirus 1","M2209HYHXSH549CB",93.706275,"Gut","Astroviridae","RNA Virus"
"69169","Rodent astrovirus 1","M2112DBH45C",19754.24323,"Gut","Astroviridae","RNA Virus"
"69223","Rodent astrovirus 1","M2211APHXSH491C",2441.618764,"Gut","Astroviridae","RNA Virus"
"69294","Rodent astrovirus 1","M2212SZHMSW726CN",2883.174467,"Gut","Astroviridae","RNA Virus"
"69326","Rodent astrovirus 1","M2204APBCSW280C",22.35538,"Gut","Astroviridae","RNA Virus"
"69364","Rodent astrovirus 1","M2212SGHXSH668CX100",5921.522,"Gut","Astroviridae","RNA Virus"
"69381","Rodent astrovirus 1","M2112DBH39C",1020.591353,"Gut","Astroviridae","RNA Virus"
"69525","Rodent astrovirus 1","M2112DBH33C",26406.509,"Gut","Astroviridae","RNA Virus"
"69570","Rodent astrovirus 1","M2212SGHMSW711CX100",270.624,"Gut","Astroviridae","RNA Virus"
"69668","Rodent astrovirus 1","M2209JYHJSH571FB",171.774792,"Lung","Astroviridae","RNA Virus"
"69700","Rodent astrovirus 1","M2112DBH38C",2986.37191,"Gut","Astroviridae","RNA Virus"
"69751","Rodent astrovirus 1","M2112DBH36C",108.315959,"Gut","Astroviridae","RNA Virus"
"69807","Rodent astrovirus 1","M2212SZWDSW735CN",50892.9069,"Gut","Astroviridae","RNA Virus"
"69859","Rodent astrovirus 1","M2112DBH35C",15250.8368,"Gut","Astroviridae","RNA Virus"
"70047","Rodent astrovirus 1","M2112DBH42C",2845.85284,"Gut","Astroviridae","RNA Virus"
"70069","Rodent astrovirus 1","M2112DBH58C",5739.1147404,"Gut","Astroviridae","RNA Virus"
"70113","Rodent astrovirus 2","M2212SSHXSH660CX100",6.32103,"Gut","Astroviridae","RNA Virus"
"70549","Rodent astrovirus 2","M2301APHJSH784C",3.043788,"Gut","Astroviridae","RNA Virus"
"70774","Rodent astrovirus 2","M2212SSHJSH640C",216.216,"Gut","Astroviridae","RNA Virus"
"70873","Rodent astrovirus 2","M2209HYHJSH541CBX100",1849.2685,"Gut","Astroviridae","RNA Virus"
"71061","Rodent astrovirus 2","M2112DBH54C",3207.1808,"Gut","Astroviridae","RNA Virus"
"71269","Rodent astrovirus 3","M2112ZJHMSW127C",131.87082,"Gut","Astroviridae","RNA Virus"
"71293","Rodent astrovirus 3","M2212SGHJSH685CX100",104.826509,"Gut","Astroviridae","RNA Virus"
"71297","Rodent astrovirus 3","M2112ZJHJSH129C",132.44882,"Gut","Astroviridae","RNA Virus"
"71317","Rodent astrovirus 3","M2212SSHXSH660FX100",3.793444,"Lung","Astroviridae","RNA Virus"
"71334","Rodent astrovirus 3","M2112ZJHJSH133P",35.19409,"Spleen","Astroviridae","RNA Virus"
"71351","Rodent astrovirus 3","M2301APBCSW805CX100",3.748187,"Gut","Astroviridae","RNA Virus"
"71370","Rodent astrovirus 3","M2212SZHXSH746CX100",5.14425,"Gut","Astroviridae","RNA Virus"
"71382","Rodent astrovirus 3","M2301APBCSW808CX100",5.9748069,"Gut","Astroviridae","RNA Virus"
"71439","Rodent astrovirus 3","M2112DBH44C",172.25313,"Gut","Astroviridae","RNA Virus"
"71450","Rodent astrovirus 3","M2204APHJSH260C",4.22532,"Gut","Astroviridae","RNA Virus"
"71493","Rodent astrovirus 3","M2212SZHXSH740CNX100",16.009483,"Gut","Astroviridae","RNA Virus"
"71510","Rodent astrovirus 3","M2204ZJHMSW221C",4.279454,"Gut","Astroviridae","RNA Virus"
"71523","Rodent astrovirus 3","M2204APHMSW296C",97.9843,"Gut","Astroviridae","RNA Virus"
"71553","Rodent astrovirus 3","M2212SSHJSH640C",101.524292,"Gut","Astroviridae","RNA Virus"
"71563","Rodent astrovirus 3","M2212SZHJSH769PX100",24.644118,"Spleen","Astroviridae","RNA Virus"
"71570","Rodent astrovirus 3","M2206ZJHJSH357RCX100",10.680789,"Gut","Astroviridae","RNA Virus"
"71572","Rodent astrovirus 3","M2112DBH43C",4855.6474834,"Gut","Astroviridae","RNA Virus"
"71597","Rodent astrovirus 3","M2112DBH51C",2298.873,"Gut","Astroviridae","RNA Virus"
"71607","Rodent astrovirus 3","M2212SZHXSH753P",3.32923,"Spleen","Astroviridae","RNA Virus"
"71613","Rodent astrovirus 3","M2212SZHJSH769C",700.235832,"Gut","Astroviridae","RNA Virus"
"71621","Rodent astrovirus 3","M2112ZJHXSH142C",10.07346,"Gut","Astroviridae","RNA Virus"
"71702","Rodent astrovirus 3","M2112ZJHXSH138CRX100",2.31107,"Gut","Astroviridae","RNA Virus"
"71757","Rodent astrovirus 3","M2212SGHXSH663CX100",7.89283,"Gut","Astroviridae","RNA Virus"
"71759","Rodent astrovirus 3","M2212SSBCSW622CX100",240.5884,"Gut","Astroviridae","RNA Virus"
"71768","Rodent astrovirus 3","M2301ZJHMSW823CX100",178.7583284,"Gut","Astroviridae","RNA Virus"
"71782","Rodent astrovirus 3","M2212SSHXSH660PX100",18.577799,"Spleen","Astroviridae","RNA Virus"
"71790","Rodent astrovirus 3","M2212SGHJSH678CX100",17.50918,"Gut","Astroviridae","RNA Virus"
"71826","Rodent astrovirus 3","M2112DBH54C",134.00532,"Gut","Astroviridae","RNA Virus"
"71842","Rodent astrovirus 3","M2112DBH26C",901.12809,"Gut","Astroviridae","RNA Virus"
"71859","Rodent astrovirus 3","M2206APBCSW299C",2.468763,"Gut","Astroviridae","RNA Virus"
"71882","Rodent astrovirus 3","M2112ZJHJSH133C",50.30336,"Gut","Astroviridae","RNA Virus"
"71895","Rodent astrovirus 3","M2112ZJHJSH129P",192.28686,"Spleen","Astroviridae","RNA Virus"
"71896","Rodent astrovirus 3","M2301APHJSH784C",12.974503,"Gut","Astroviridae","RNA Virus"
"71913","Rodent astrovirus 3","M2112DBH36C",318.0373,"Gut","Astroviridae","RNA Virus"
"71928","Rodent astrovirus 3","M2112DBH26P",8.328896,"Spleen","Astroviridae","RNA Virus"
"71930","Rodent astrovirus 3","M2301ZJBCSW816CX100",12.84107,"Gut","Astroviridae","RNA Virus"
"71932","Rodent astrovirus 3","M2212SGHMSW711CX100",8.74903,"Gut","Astroviridae","RNA Virus"
"71934","Rodent astrovirus 3","M2206ZJHJSH359RCX100",58.3095646,"Gut","Astroviridae","RNA Virus"
"71940","Rodent astrovirus 3","M2201APBCSW092C",8.01996,"Gut","Astroviridae","RNA Virus"
"71962","Rodent astrovirus 3","M2212SSHXSH660CX100",3248.271775,"Gut","Astroviridae","RNA Virus"
"71995","Rodent astrovirus 3","M2206ZJHJSH354RCX100",154.5650813,"Gut","Astroviridae","RNA Virus"
"72031","Rodent astrovirus 3","M2212SGHJSH682CX100",10.529367,"Gut","Astroviridae","RNA Virus"
"72037","Rodent astrovirus 3","M2112DBH25C",108.20319,"Gut","Astroviridae","RNA Virus"
"72094","Rodent astrovirus 3","M2212SZHMSW726PNX100",8.939628,"Spleen","Astroviridae","RNA Virus"
"72116","Rodent astrovirus 3","M2212SZHXSH746PX100",2.275491,"Spleen","Astroviridae","RNA Virus"
"72147","Rodent astrovirus 3","M2212SGHXSH667CX100",250.029801,"Gut","Astroviridae","RNA Virus"
"72152","Rodent astrovirus 3","M2112ZJWDSW117C",31.6304,"Gut","Astroviridae","RNA Virus"
"72197","Rodent astrovirus 3","M2301ZJHXSH839C",77.4804,"Gut","Astroviridae","RNA Virus"
"72216","Rodent astrovirus 3","M2112DBH34C",15.44614,"Gut","Astroviridae","RNA Virus"
"72243","Rodent astrovirus 3","M2112ZJHJSH131C",5.04948,"Gut","Astroviridae","RNA Virus"
"72245","Rodent astrovirus 3","M2204APBCSW287C",13.96842,"Gut","Astroviridae","RNA Virus"
"72287","Rodent astrovirus 3","M2112ZJHJSH133F",1.514428,"Lung","Astroviridae","RNA Virus"
"72299","Rodent astrovirus 3","M2301APHJSH782CX100",4.307232,"Gut","Astroviridae","RNA Virus"
"72319","Rodent astrovirus 3","M2112DBH52C",633.92883,"Gut","Astroviridae","RNA Virus"
"72324","Rodent astrovirus 3","M2112ZJHJSH129F",21.391555,"Lung","Astroviridae","RNA Virus"
"72329","Rodent astrovirus 3","M2112DBH58C",16.83268,"Gut","Astroviridae","RNA Virus"
"72350","Rodent astrovirus 3","M2212SGHXSH668CX100",31.169383,"Gut","Astroviridae","RNA Virus"
"72359","Rodent astrovirus 3","M2112DBH37C",1009.7895,"Gut","Astroviridae","RNA Virus"
"72361","Rodent astrovirus 3","M2112DBH48C",499.186895,"Gut","Astroviridae","RNA Virus"
"72394","Rodent astrovirus 3","M2212SZHJSH766CN",27.03741,"Gut","Astroviridae","RNA Virus"
"72551","Rodent coronavirus","M2301APHJSH784C",184.8815046,"Gut","Coronaviridae","RNA Virus"
"73023","Rodent coronavirus","M2112DBH34C",147.17471,"Gut","Coronaviridae","RNA Virus"
"73184","Rodent coronavirus","M2301APHJSH787CX100",24.5486797,"Gut","Coronaviridae","RNA Virus"
"73591","Rodent pegivirus","M2212SGHXSH662FNX100",28.683473,"Lung","Flaviviridae","RNA Virus"
"73601","Rodent pegivirus","M2301APHXSH777FX100",45.18631,"Lung","Flaviviridae","RNA Virus"
"73637","Rodent pegivirus","M2301APHJSH795F",15.456063,"Lung","Flaviviridae","RNA Virus"
"73783","Rodent pegivirus","M2211APHJSH479F",128.92242,"Lung","Flaviviridae","RNA Virus"
"73789","Rodent pegivirus","M2301APHJSH795PX100",39.550892,"Spleen","Flaviviridae","RNA Virus"
"73812","Rodent pegivirus","M2201ZJHJSH178P",8.30173,"Spleen","Flaviviridae","RNA Virus"
"73836","Rodent pegivirus","M2212SSHXSH656FX100",12.021518,"Lung","Flaviviridae","RNA Virus"
"73863","Rodent pegivirus","M2212SGHXSH662PX100",5.609667,"Spleen","Flaviviridae","RNA Virus"
"74033","Rodent pegivirus","M2211APHXSH482F",18.74073,"Lung","Flaviviridae","RNA Virus"
"74105","Rodent pegivirus","M2301APHJSH782FX100",88.7215,"Lung","Flaviviridae","RNA Virus"
"74161","Rodent pegivirus","M2211APHJSH478F",122.41702,"Lung","Flaviviridae","RNA Virus"
"74268","Rodent pegivirus","M2212SSHJSH638FBX100",8.572889,"Lung","Flaviviridae","RNA Virus"
"74324","Rodent pegivirus","M2201APHXSH080F",12.42504,"Lung","Flaviviridae","RNA Virus"
"74454","Rodent pegivirus","M2201APHXSH080P",1.447152,"Spleen","Flaviviridae","RNA Virus"
"74480","Rodent pegivirus","M2201ZJHJSH176F",33.89233,"Lung","Flaviviridae","RNA Virus"
"74533","Rodent pegivirus","M2209JYHJSH578FBX100",38.79053,"Lung","Flaviviridae","RNA Virus"
"74568","Rodent pegivirus","M2301APHJSH795CX100",10.80368,"Gut","Flaviviridae","RNA Virus"
"74618","Rodent pegivirus","M2301APHJSH790FX100",62.2945035,"Lung","Flaviviridae","RNA Virus"
"74627","Rodent pegivirus","M2301APHXSH777PX100",4.045888,"Spleen","Flaviviridae","RNA Virus"
"74667","Rodent pegivirus","M2212SGBCSW695FNX100",25.84559,"Lung","Flaviviridae","RNA Virus"
"75204","Spironucleus sp","M2112DBH36C",10.42645,"Gut","Hexamitidae","Eukaryote"
"75304","Spironucleus sp","M2112DBH51C",6.6221,"Gut","Hexamitidae","Eukaryote"
"75561","Spironucleus sp","M2112DBH44C",48.8022,"Gut","Hexamitidae","Eukaryote"
"75574","Spironucleus sp","M2112DBH47C",3.982172,"Gut","Hexamitidae","Eukaryote"
"76071","Spironucleus sp2","M2112DBH48C",4.56305,"Gut","Hexamitidae","Eukaryote"
"77811","Spironucleus sp3","M2112DBH57C",6.10449,"Gut","Hexamitidae","Eukaryote"
"78691","Spironucleus sp4","M2112DBH45C",4.03829,"Gut","Hexamitidae","Eukaryote"
"78700","Spironucleus sp4","M2112DBH48C",6.89642,"Gut","Hexamitidae","Eukaryote"
"80466","Spironucleus sp5","M2112ZJWDSW118C",1.96892,"Gut","Hexamitidae","Eukaryote"
"80504","Spironucleus sp5","M2204APHMSW294C",9.05616,"Gut","Hexamitidae","Eukaryote"
"80639","Strongyloides ratti","M2206APHJSH331C",1.162503,"Gut","Strongyloididae","Eukaryote"
"80672","Strongyloides ratti","M2212SZHJSH766CN",1.051176,"Gut","Strongyloididae","Eukaryote"
"80724","Strongyloides ratti","M2112DBH36C",1.0724347,"Gut","Strongyloididae","Eukaryote"
"80811","Strongyloides ratti","M2204ZJWDSW213C",1.719922,"Gut","Strongyloididae","Eukaryote"
"80871","Strongyloides ratti","M2204ZJHMSW221C",1.4737206,"Gut","Strongyloididae","Eukaryote"
"81077","Strongyloides ratti","M2204ZJHMSW240C",2.1294983,"Gut","Strongyloididae","Eukaryote"
"81250","Strongyloides ratti","M2206APBCSW300C",3.8120675,"Gut","Strongyloididae","Eukaryote"
"81284","Strongyloides ratti","M2112DBH58C",1.1730088,"Gut","Strongyloididae","Eukaryote"
"81290","Strongyloides ratti","M2301ZJHMSW823CX100",2.0733028,"Gut","Strongyloididae","Eukaryote"
"81317","Strongyloides ratti","M2209JYHJSH574CBX100",1.1118598,"Gut","Strongyloididae","Eukaryote"
"81345","Strongyloides ratti","M2212YFShSW589CBX100",1.3462329,"Gut","Strongyloididae","Eukaryote"
"81346","Strongyloides ratti","M2209HYHMSW512CB",1.3863634,"Gut","Strongyloididae","Eukaryote"
"81362","Strongyloides ratti","M2212SZHJSH755CX100",2.436499,"Gut","Strongyloididae","Eukaryote"
"81557","Strongyloides ratti","M2212SZHMSW725CX100",1.020092,"Gut","Strongyloididae","Eukaryote"
"81583","Strongyloides ratti","M2212YFWDSW615CX100",2.9832994,"Gut","Strongyloididae","Eukaryote"
"81663","Strongyloides ratti","M2301ZJHMSW826CX100",1.5482662,"Gut","Strongyloididae","Eukaryote"
"81677","Strongyloides ratti","M2212SGHMSW711CX100",1.1919656,"Gut","Strongyloididae","Eukaryote"
"81710","Strongyloides ratti","M2212SZHMSW728CNX100",3.9321504,"Gut","Strongyloididae","Eukaryote"
"81712","Strongyloides ratti","M2212SZWDSW735CN",1.765445,"Gut","Strongyloididae","Eukaryote"
"81720","Strongyloides ratti","M2212SZHMSW727CX100",2.0126769,"Gut","Strongyloididae","Eukaryote"
"81944","Strongyloides stercoralis","M2206APCQJH322C",4.01168,"Gut","Strongyloididae","Eukaryote"
"81999","Strongyloides stercoralis","M2112ZJCQJH151C",2.616002,"Gut","Strongyloididae","Eukaryote"
"82216","Strongyloides stercoralis","M2206APCQJH324C",3.432546,"Gut","Strongyloididae","Eukaryote"
"82224","Strongyloides stercoralis","M2209HYHXSH550CBX100",4.3573199,"Gut","Strongyloididae","Eukaryote"
"82337","Strongyloides stercoralis","M2201APCQJH072C",3.087684,"Gut","Strongyloididae","Eukaryote"
"82388","Strongyloides stercoralis","M2204APCQJH242C",1.252279,"Gut","Strongyloididae","Eukaryote"
"82597","Strongyloides stercoralis","M2201APCQJH068C",14.52327,"Gut","Strongyloididae","Eukaryote"
"82632","Strongyloides stercoralis","M2206APCQJH318C",2.806244,"Gut","Strongyloididae","Eukaryote"
"82872","Strongyloides stercoralis","M2209HYCQJH534CBX100",4.350851,"Gut","Strongyloididae","Eukaryote"
"82903","Strongyloides stercoralis","M2201APCQJH078C",3.450007,"Gut","Strongyloididae","Eukaryote"
"82954","Strongyloides venezuelensis","M2212SZHJSH765CX100",1.1852632,"Gut","Strongyloididae","Eukaryote"
"83176","Strongyloides venezuelensis","M2212SZHJSH759CX100",14.581283,"Gut","Strongyloididae","Eukaryote"
"83220","Strongyloides venezuelensis","M2212SZHJSH760CN",3.719436,"Gut","Strongyloididae","Eukaryote"
"83271","Strongyloides venezuelensis","M2301APHJSH782CX100",4.493349,"Gut","Strongyloididae","Eukaryote"
"83293","Strongyloides venezuelensis","M2209JYHJSH566CB",2.4605222,"Gut","Strongyloididae","Eukaryote"
"83332","Strongyloides venezuelensis","M2211APHXSH483CBRX100",1.406368,"Gut","Strongyloididae","Eukaryote"
"83401","Strongyloides venezuelensis","M2112DBH54C",9.345924,"Gut","Strongyloididae","Eukaryote"
"83623","Strongyloides venezuelensis","M2112DBH17C",2.193,"Gut","Strongyloididae","Eukaryote"
