"","Library","Pathogens","RPM","Tissue","Family","Type","Individual"
"877","M2210ZJBCSW414RPX100","Wenzhou virus",19.496611,"Spleen","Arenaviridae","RNA Virus","M2210ZJBCSW414"
"878","M2210ZJBCSW420C","Norwalk virus",7.76962,"Gut","Caliciviridae","RNA Virus","M2210ZJBCSW420"
"879","M2210ZJBCSW420F","Guangdong rodent arterivirus 1",3183.7894,"Lung","Arteriviridae","RNA Virus","M2210ZJBCSW420"
"880","M2210ZJBCSW420RPX100","Guangdong rodent arterivirus 1",177.5317,"Spleen","Arteriviridae","RNA Virus","M2210ZJBCSW420"
"881","M2210ZJBCSW421C","Giardia sp1",2.60117,"Gut","Hexamitidae","Eukaryote","M2210ZJBCSW421"
"882","M2210ZJBCSW421F","Guangdong rodent arterivirus 1",817.667,"Lung","Arteriviridae","RNA Virus","M2210ZJBCSW421"
"883","M2210ZJBCSW422C","Guangdong rodent arterivirus 1",50.84917,"Gut","Arteriviridae","RNA Virus","M2210ZJBCSW422"
"884","M2210ZJBCSW422F","Guangdong rodent arterivirus 1",1122.97619,"Lung","Arteriviridae","RNA Virus","M2210ZJBCSW422"
"885","M2210ZJBCSW422RPNX100","Rat hepatitis E virus",18.979975,"Spleen","Hepeviridae","RNA Virus","M2210ZJBCSW422"
"886","M2210ZJBCSW422RPNX100","Guangdong rodent arterivirus 1",63.15936,"Spleen","Arteriviridae","RNA Virus","M2210ZJBCSW422"
"887","M2210ZJBCSW423P","Angiostrongylus cantonensis",11.594506,"Spleen","Ancylostomatidae","Eukaryote","M2210ZJBCSW423"
"888","M2210ZJCQJH401C","Deer mastadenovirus B",134.125,"Gut","Adenoviridae","DNA Virus","M2210ZJCQJH401"
"889","M2210ZJCQJH401C","Guangdong rodent dependoparvovirus 1",301.67951,"Gut","Parvoviridae","DNA Virus","M2210ZJCQJH401"
"890","M2210ZJCQJH402CX100","Mischivirus E",3039.9373238,"Gut","Picornaviridae","RNA Virus","M2210ZJCQJH402"
"891","M2210ZJHJSH399F","Wenzhou virus",2627.286,"Lung","Arenaviridae","RNA Virus","M2210ZJHJSH399"
"892","M2210ZJHMSW427F","Wenzhou virus",19.946042,"Lung","Arenaviridae","RNA Virus","M2210ZJHMSW427"
"893","M2210ZJHMSW427RPX100","Wenzhou virus",165.35598,"Spleen","Arenaviridae","RNA Virus","M2210ZJHMSW427"
"894","M2210ZJHXSH404RPRX100","Guangdong rodent arterivirus 2",420.022,"Spleen","Arteriviridae","RNA Virus","M2210ZJHXSH404"
"895","M2210ZJHXSH405C","Wenzhou virus",3633.14,"Gut","Arenaviridae","RNA Virus","M2210ZJHXSH405"
"896","M2210ZJHXSH405F","Wenzhou virus",5612.39,"Lung","Arenaviridae","RNA Virus","M2210ZJHXSH405"
"897","M2211APBCSW494F","Wenzhou virus",19.547987,"Lung","Arenaviridae","RNA Virus","M2211APBCSW494"
"898","M2211APBCSW495F","Guangdong rodent arterivirus 1",846.541,"Lung","Arteriviridae","RNA Virus","M2211APBCSW495"
"899","M2211APBCSW495F","Rat hepatitis E virus",35.05168,"Lung","Hepeviridae","RNA Virus","M2211APBCSW495"
"900","M2211APBCSW495P","Rat minute virus 2a",46.26608,"Spleen","Parvoviridae","DNA Virus","M2211APBCSW495"
"901","M2211APBCSW496C","Wenzhou virus",3201.95,"Gut","Arenaviridae","RNA Virus","M2211APBCSW496"
"902","M2211APBCSW496C","Rat minute virus 2a",2.82577,"Gut","Parvoviridae","DNA Virus","M2211APBCSW496"
"903","M2211APBCSW496F","Wenzhou virus",3382.8481,"Lung","Arenaviridae","RNA Virus","M2211APBCSW496"
"904","M2211APBCSW496P","Wenzhou virus",761.5337,"Spleen","Arenaviridae","RNA Virus","M2211APBCSW496"
"905","M2211APBCSW497C","Guangdong rodent arterivirus 1",63.725804,"Gut","Arteriviridae","RNA Virus","M2211APBCSW497"
"906","M2211APBCSW497F","Guangdong rodent arterivirus 1",1627.105315,"Lung","Arteriviridae","RNA Virus","M2211APBCSW497"
"907","M2211APBCSW497F","Rat hepatitis E virus",66.7492,"Lung","Hepeviridae","RNA Virus","M2211APBCSW497"
"908","M2211APBCSW497P","Rat hepatitis E virus",54.01003,"Spleen","Hepeviridae","RNA Virus","M2211APBCSW497"
"909","M2211APBCSW497P","Guangdong rodent arterivirus 1",310.53608,"Spleen","Arteriviridae","RNA Virus","M2211APBCSW497"
"910","M2211APBCSW498C","Guangdong rodent arterivirus 1",14.65778,"Gut","Arteriviridae","RNA Virus","M2211APBCSW498"
"911","M2211APBCSW498F","Angiostrongylus cantonensis",685.5713714,"Lung","Ancylostomatidae","Eukaryote","M2211APBCSW498"
"912","M2211APBCSW498F","Guangdong rodent arterivirus 1",1309.3126,"Lung","Arteriviridae","RNA Virus","M2211APBCSW498"
"913","M2211APBCSW498P","Guangdong rodent arterivirus 1",273.63091,"Spleen","Arteriviridae","RNA Virus","M2211APBCSW498"
"914","M2211APBCSW498P","Rat hepatitis E virus",52.47401,"Spleen","Hepeviridae","RNA Virus","M2211APBCSW498"
"915","M2211APBCSW499C","Guangdong rodent arterivirus 1",17.104679,"Gut","Arteriviridae","RNA Virus","M2211APBCSW499"
"916","M2211APBCSW499C","Rodent astrovirus 1",116.652,"Gut","Astroviridae","RNA Virus","M2211APBCSW499"
"917","M2211APBCSW499F","Guangdong rodent arterivirus 1",504.16058,"Lung","Arteriviridae","RNA Virus","M2211APBCSW499"
"918","M2211APBCSW499PBX100","Guangdong rodent arterivirus 1",191.7877,"Spleen","Arteriviridae","RNA Virus","M2211APBCSW499"
"919","M2211APBCSW499PBX100","Rat hepatitis E virus",95.923787,"Spleen","Hepeviridae","RNA Virus","M2211APBCSW499"
"920","M2211APBCSW500F","Rat hepatitis E virus",18.10376,"Lung","Hepeviridae","RNA Virus","M2211APBCSW500"
"921","M2211APBCSW500PBX100","Rat hepatitis E virus",56.478231,"Spleen","Hepeviridae","RNA Virus","M2211APBCSW500"
"922","M2211APBCSW501F","Angiostrongylus cantonensis",314.5156238,"Lung","Ancylostomatidae","Eukaryote","M2211APBCSW501"
"923","M2211APBCSW502CBX100","Rat hepatitis E virus",195.253827,"Gut","Hepeviridae","RNA Virus","M2211APBCSW502"
"924","M2211APBCSW502CBX100","Tritrichomonas sp",44.5933045,"Gut","Tritrichomonadidae","Eukaryote","M2211APBCSW502"
"925","M2211APBCSW502CBX100","Murine kobuvirus",224.2354154,"Gut","Picornaviridae","RNA Virus","M2211APBCSW502"
"926","M2211APBCSW502F","Guangdong rodent arterivirus 1",2114.00002,"Lung","Arteriviridae","RNA Virus","M2211APBCSW502"
"927","M2211APBCSW502F","Rat hepatitis E virus",97.967251,"Lung","Hepeviridae","RNA Virus","M2211APBCSW502"
"928","M2211APBCSW502F","Guangdong rodent orbivirus",52.908864,"Lung","Sedoreoviridae","RNA Virus","M2211APBCSW502"
"929","M2211APBCSW502PBX100","Rat hepatitis E virus",118.914073,"Spleen","Hepeviridae","RNA Virus","M2211APBCSW502"
"930","M2211APBCSW502PBX100","Guangdong rodent arterivirus 1",105.18424,"Spleen","Arteriviridae","RNA Virus","M2211APBCSW502"
"931","M2211APBCSW503F","Angiostrongylus cantonensis",111.590226,"Lung","Ancylostomatidae","Eukaryote","M2211APBCSW503"
"932","M2211APBCSW503PBX100","Rat hepatitis E virus",52.47463,"Spleen","Hepeviridae","RNA Virus","M2211APBCSW503"
"933","M2211APBCSW503PBX100","Guangdong rodent arterivirus 1",187.1431,"Spleen","Arteriviridae","RNA Virus","M2211APBCSW503"
"934","M2211APBCSW503PBX100","Angiostrongylus cantonensis",7.6738049,"Spleen","Ancylostomatidae","Eukaryote","M2211APBCSW503"
"935","M2211APBCSW504F","Angiostrongylus cantonensis",530.6555798,"Lung","Ancylostomatidae","Eukaryote","M2211APBCSW504"
"936","M2211APBCSW505CBX100","Wenzhou virus",17.244712,"Gut","Arenaviridae","RNA Virus","M2211APBCSW505"
"937","M2211APBCSW505CBX100","Guangdong rodent arterivirus 1",36.275726,"Gut","Arteriviridae","RNA Virus","M2211APBCSW505"
"938","M2211APBCSW505FX100","Guangdong rodent arterivirus 1",1912.6748871,"Lung","Arteriviridae","RNA Virus","M2211APBCSW505"
"939","M2211APBCSW505FX100","Nippostrongylus brasiliensis",1.04142,"Lung","Ancylostomatidae","Eukaryote","M2211APBCSW505"
"940","M2211APBCSW505FX100","Angiostrongylus cantonensis",1163.3192405,"Lung","Ancylostomatidae","Eukaryote","M2211APBCSW505"
"941","M2211APBCSW505PBX100","Guangdong rodent arterivirus 1",150.1239,"Spleen","Arteriviridae","RNA Virus","M2211APBCSW505"
"942","M2211APBCSW507FX100","Rat hepatitis E virus",21.117436,"Lung","Hepeviridae","RNA Virus","M2211APBCSW507"
"943","M2211APBCSW507FX100","Guangdong rodent arterivirus 1",1611.8449,"Lung","Arteriviridae","RNA Virus","M2211APBCSW507"
"944","M2211APBCSW507FX100","Angiostrongylus cantonensis",397.6643775,"Lung","Ancylostomatidae","Eukaryote","M2211APBCSW507"
"945","M2211APBCSW507PBX100","Guangdong rodent arterivirus 1",99.17023,"Spleen","Arteriviridae","RNA Virus","M2211APBCSW507"
"946","M2211APBCSW507PBX100","Rat hepatitis E virus",81.3386,"Spleen","Hepeviridae","RNA Virus","M2211APBCSW507"
"947","M2211APBCSW508CBX100","Rat minute virus 2a",356.9999,"Gut","Parvoviridae","DNA Virus","M2211APBCSW508"
"948","M2211APBCSW508FB","Angiostrongylus cantonensis",105.65605,"Lung","Ancylostomatidae","Eukaryote","M2211APBCSW508"
"949","M2211APBCSW508FB","Rat minute virus 2a",24673.77,"Lung","Parvoviridae","DNA Virus","M2211APBCSW508"
"950","M2211APBCSW508PBX100","Rat hepatitis E virus",147.8091314,"Spleen","Hepeviridae","RNA Virus","M2211APBCSW508"
"951","M2211APBCSW508PBX100","Rat minute virus 2a",2339.5454,"Spleen","Parvoviridae","DNA Virus","M2211APBCSW508"
"952","M2211APCQJH458C","Guangdong dicipi-like virus",203.7096,"Gut","Picornaviridae","RNA Virus","M2211APCQJH458"
"953","M2211APCQJH463F","Brachylaima sp",1.0888811,"Lung","Brachylaimidae","Eukaryote","M2211APCQJH463"
"954","M2211APCQJH467F","Wenzhou Apodemus agrarius hepacivirus 1",1.007923,"Lung","Flaviviridae","RNA Virus","M2211APCQJH467"
"955","M2211APCQJH467P","Wenzhou Apodemus agrarius hepacivirus 1",7.05399,"Spleen","Flaviviridae","RNA Virus","M2211APCQJH467"
"956","M2211APCQJH467P","Guangdong rodent dependoparvovirus 1",5.51093,"Spleen","Parvoviridae","DNA Virus","M2211APCQJH467"
"957","M2211APCQJH469P","Wenzhou Apodemus agrarius hepacivirus 1",28.5736,"Spleen","Flaviviridae","RNA Virus","M2211APCQJH469"
"958","M2211APHJSH470F","Orthohantavirus seoulense",180.8449,"Lung","Hantaviridae","RNA Virus","M2211APHJSH470"
"959","M2211APHJSH471F","Guangdong rodent arterivirus 2",77.5309,"Lung","Arteriviridae","RNA Virus","M2211APHJSH471"
"960","M2211APHJSH471P","Guangdong rodent arterivirus 2",92.9444,"Spleen","Arteriviridae","RNA Virus","M2211APHJSH471"
"961","M2211APHJSH474C","Rat minute virus 2a",92.25557,"Gut","Parvoviridae","DNA Virus","M2211APHJSH474"
"962","M2211APHJSH474F","Wenzhou virus",145.31823,"Lung","Arenaviridae","RNA Virus","M2211APHJSH474"
"963","M2211APHJSH477C","Rat minute virus 2a",24.295351,"Gut","Parvoviridae","DNA Virus","M2211APHJSH477"
"964","M2211APHJSH477C","Guangdong rodent arterivirus 2",3.76058,"Gut","Arteriviridae","RNA Virus","M2211APHJSH477"
"965","M2211APHJSH477F","Guangdong rodent arterivirus 2",33.03041,"Lung","Arteriviridae","RNA Virus","M2211APHJSH477"
"966","M2211APHJSH478F","Rodent pegivirus",122.41702,"Lung","Flaviviridae","RNA Virus","M2211APHJSH478"
"967","M2211APHJSH479C","Cryptosporidium ubiquitum",6.83599,"Gut","Cryptosporidiidae","Eukaryote","M2211APHJSH479"
"968","M2211APHJSH479F","Rodent pegivirus",128.92242,"Lung","Flaviviridae","RNA Virus","M2211APHJSH479"
"969","M2211APHJSH480C","Rat minute virus 2a",9.396297,"Gut","Parvoviridae","DNA Virus","M2211APHJSH480"
"970","M2211APHJSH480F","Pneumocystis carinii",22.61631,"Lung","Pneumocystaceae","Eukaryote","M2211APHJSH480"
"971","M2211APHJSH480P","Rat minute virus 2a",35.242053,"Spleen","Parvoviridae","DNA Virus","M2211APHJSH480"
"972","M2211APHJSH481F","Angiostrongylus cantonensis",50.117025,"Lung","Ancylostomatidae","Eukaryote","M2211APHJSH481"
"973","M2211APHXSH482F","Rodent pegivirus",18.74073,"Lung","Flaviviridae","RNA Virus","M2211APHXSH482"
"974","M2211APHXSH482F","Angiostrongylus cantonensis",14.3021454,"Lung","Ancylostomatidae","Eukaryote","M2211APHXSH482"
"975","M2211APHXSH483CBRX100","Strongyloides venezuelensis",1.406368,"Gut","Strongyloididae","Eukaryote","M2211APHXSH483"
"976","M2211APHXSH483CBRX100","Giardia sp1",4.705918,"Gut","Hexamitidae","Eukaryote","M2211APHXSH483"
"977","M2211APHXSH483F","Norway rat pestivirus",10.5924,"Lung","Flaviviridae","RNA Virus","M2211APHXSH483"
"978","M2211APHXSH484C","Wenzhou virus",1501.098,"Gut","Arenaviridae","RNA Virus","M2211APHXSH484"
"979","M2211APHXSH484P","Wenzhou virus",2351.1,"Spleen","Arenaviridae","RNA Virus","M2211APHXSH484"
"980","M2211APHXSH487F","Norway rat pestivirus",4.28051,"Lung","Flaviviridae","RNA Virus","M2211APHXSH487"
"981","M2211APHXSH490P","Rat minute virus 2a",85.99104,"Spleen","Parvoviridae","DNA Virus","M2211APHXSH490"
"982","M2211APHXSH491C","Guangdong rosa-like virus",1.804382,"Gut","Picornaviridae","RNA Virus","M2211APHXSH491"
"983","M2211APHXSH491C","Rodent astrovirus 1",2441.618764,"Gut","Astroviridae","RNA Virus","M2211APHXSH491"
"984","M2211APHXSH491C","Tritrichomonas sp",8.7096116,"Gut","Tritrichomonadidae","Eukaryote","M2211APHXSH491"
"985","M2211APHXSH492C","Norway rat pestivirus",24.6783,"Gut","Flaviviridae","RNA Virus","M2211APHXSH492"
"986","M2211APHXSH492F","Norway rat pestivirus",11.648892,"Lung","Flaviviridae","RNA Virus","M2211APHXSH492"
"987","M2211APHXSH492P","Rat minute virus 2a",35.076225,"Spleen","Parvoviridae","DNA Virus","M2211APHXSH492"
"988","M2211APHXSH493F","Hepatozoon sp",2.937945,"Lung","Hepatozoidae","Eukaryote","M2211APHXSH493"
"989","M2211ZJBCSW436F","Guangdong rodent arterivirus 1",479.7897,"Lung","Arteriviridae","RNA Virus","M2211ZJBCSW436"
"990","M2211ZJBCSW436F","Rat hepatitis E virus",85.719616,"Lung","Hepeviridae","RNA Virus","M2211ZJBCSW436"
"991","M2211ZJBCSW436P","Rat hepatitis E virus",147.47956,"Spleen","Hepeviridae","RNA Virus","M2211ZJBCSW436"
"992","M2211ZJBCSW437F","Wenzhou virus",204.4924,"Lung","Arenaviridae","RNA Virus","M2211ZJBCSW437"
"993","M2211ZJBCSW438C","Wenzhou virus",6260.35,"Gut","Arenaviridae","RNA Virus","M2211ZJBCSW438"
"994","M2211ZJBCSW438F","Wenzhou virus",8697.206,"Lung","Arenaviridae","RNA Virus","M2211ZJBCSW438"
"995","M2211ZJBCSW438F","Rat hepatitis E virus",18.580114,"Lung","Hepeviridae","RNA Virus","M2211ZJBCSW438"
"996","M2211ZJBCSW438F","Guangdong rodent arterivirus 1",377.4461539,"Lung","Arteriviridae","RNA Virus","M2211ZJBCSW438"
"997","M2211ZJBCSW438P","Wenzhou virus",10902.77457,"Spleen","Arenaviridae","RNA Virus","M2211ZJBCSW438"
"998","M2211ZJBCSW439F","Guangdong rodent arterivirus 1",1913.226,"Lung","Arteriviridae","RNA Virus","M2211ZJBCSW439"
"999","M2211ZJCQJH446C","Brachylaima sp",27.06936,"Gut","Brachylaimidae","Eukaryote","M2211ZJCQJH446"
"1000","M2211ZJCQJH447C","Brachylaima sp",17.4921,"Gut","Brachylaimidae","Eukaryote","M2211ZJCQJH447"
"1001","M2211ZJCQJH457F","Pneumocystis sus",4.57782,"Lung","Pneumocystaceae","Eukaryote","M2211ZJCQJH457"
"1002","M2211ZJHJSH444C","Cryptosporidium ubiquitum",1.042196,"Gut","Cryptosporidiidae","Eukaryote","M2211ZJHJSH444"
"1003","M2211ZJHJSH444C","Orthohantavirus seoulense",1.400451,"Gut","Hantaviridae","RNA Virus","M2211ZJHJSH444"
"1004","M2211ZJHJSH444C","Wenzhou virus",6808.4394092,"Gut","Arenaviridae","RNA Virus","M2211ZJHJSH444"
"1005","M2211ZJHJSH444F","Wenzhou virus",14928.2457,"Lung","Arenaviridae","RNA Virus","M2211ZJHJSH444"
"1006","M2211ZJHJSH444P","Wenzhou virus",447.3029,"Spleen","Arenaviridae","RNA Virus","M2211ZJHJSH444"
"1007","M2211ZJHJSH445P","Rat minute virus 2a",79.86883,"Spleen","Parvoviridae","DNA Virus","M2211ZJHJSH445"
"1008","M2211ZJHMSW433F","Rat hepatitis E virus",9.86831,"Lung","Hepeviridae","RNA Virus","M2211ZJHMSW433"
"1009","M2211ZJHMSW433F","Pneumocystis murina",1.29657,"Lung","Pneumocystaceae","Eukaryote","M2211ZJHMSW433"
"1010","M2211ZJHMSW434C","Guangdong rodent arterivirus 1",40.882783,"Gut","Arteriviridae","RNA Virus","M2211ZJHMSW434"
"1011","M2211ZJHMSW434F","Guangdong rodent arterivirus 1",2832.5341,"Lung","Arteriviridae","RNA Virus","M2211ZJHMSW434"
"1012","M2211ZJHMSW434F","Pneumocystis wakefieldiae",11.673998,"Lung","Pneumocystaceae","Eukaryote","M2211ZJHMSW434"
"1013","M2211ZJHXSH449F","Trypanosoma lewis",43.58977,"Lung","Trypanosomatidae","Eukaryote","M2211ZJHXSH449"
"1014","M2211ZJHXSH449P","Porcine bocavirus",92.07583,"Spleen","Parvoviridae","DNA Virus","M2211ZJHXSH449"
"1015","M2211ZJHXSH451F","Brachylaima sp",1.279849,"Lung","Brachylaimidae","Eukaryote","M2211ZJHXSH451"
"1016","M2211ZJHXSW431F","Pneumocystis wakefieldiae",24.747738,"Lung","Pneumocystaceae","Eukaryote","M2211ZJHXSW431"
"1017","M2211ZJHXSW432F","Rat hepatitis E virus",68.524656,"Lung","Hepeviridae","RNA Virus","M2211ZJHXSW432"
"1018","M2211ZJHXSW432F","Pneumocystis wakefieldiae",18.481116,"Lung","Pneumocystaceae","Eukaryote","M2211ZJHXSW432"
"1019","M2212SGBCSW691FN","Orthohantavirus seoulense",2111.62,"Lung","Hantaviridae","RNA Virus","M2212SGBCSW691"
"1020","M2212SGBCSW691FN","Guangdong Bandicota indica arterivirus virus",1017.11,"Lung","Arteriviridae","RNA Virus","M2212SGBCSW691"
"1021","M2212SGBCSW692FX100","Porcine bocavirus",500.654,"Lung","Parvoviridae","DNA Virus","M2212SGBCSW692"
"1022","M2212SGBCSW693FX100","Orthohantavirus seoulense",25.99387,"Lung","Hantaviridae","RNA Virus","M2212SGBCSW693"
"1023","M2212SGBCSW694FX100","Pneumocystis wakefieldiae",4.83425,"Lung","Pneumocystaceae","Eukaryote","M2212SGBCSW694"
"1024","M2212SGBCSW694PA","Rat minute virus 2a",16421.06948674,"Spleen","Parvoviridae","DNA Virus","M2212SGBCSW694"
"1025","M2212SGBCSW695FNX100","Rodent pegivirus",25.84559,"Lung","Flaviviridae","RNA Virus","M2212SGBCSW695"
"1026","M2212SGBCSW695FNX100","Pneumocystis wakefieldiae",11.79909,"Lung","Pneumocystaceae","Eukaryote","M2212SGBCSW695"
"1027","M2212SGBCSW699FNX100","Guangdong rodent orbivirus",4.583489,"Lung","Sedoreoviridae","RNA Virus","M2212SGBCSW699"
"1028","M2212SGBCSW699FNX100","Orthohantavirus seoulense",368.436,"Lung","Hantaviridae","RNA Virus","M2212SGBCSW699"
"1029","M2212SGBCSW699FNX100","Pneumocystis wakefieldiae",7.2670851,"Lung","Pneumocystaceae","Eukaryote","M2212SGBCSW699"
"1030","M2212SGBCSW699FNX100","Pneumocystis carinii",5.96091,"Lung","Pneumocystaceae","Eukaryote","M2212SGBCSW699"
"1031","M2212SGBCSW700CX100","Wenzhou virus",4737.18255,"Gut","Arenaviridae","RNA Virus","M2212SGBCSW700"
"1032","M2212SGBCSW700FNX100","Pneumocystis wakefieldiae",3.0172421,"Lung","Pneumocystaceae","Eukaryote","M2212SGBCSW700"
"1033","M2212SGBCSW700FNX100","Wenzhou virus",6979.76,"Lung","Arenaviridae","RNA Virus","M2212SGBCSW700"
"1034","M2212SGBCSW700PN","Wenzhou virus",468.5333,"Spleen","Arenaviridae","RNA Virus","M2212SGBCSW700"
"1035","M2212SGBCSW701FX100","Pneumocystis wakefieldiae",30.0115741,"Lung","Pneumocystaceae","Eukaryote","M2212SGBCSW701"
"1036","M2212SGBCSW702FNX100","Pneumocystis wakefieldiae",40.9653875,"Lung","Pneumocystaceae","Eukaryote","M2212SGBCSW702"
"1037","M2212SGBCSW702FNX100","Orthohantavirus seoulense",501.811,"Lung","Hantaviridae","RNA Virus","M2212SGBCSW702"
"1038","M2212SGBCSW702FNX100","Pneumocystis carinii",7.571813,"Lung","Pneumocystaceae","Eukaryote","M2212SGBCSW702"
"1039","M2212SGBCSW704FX100","Pneumocystis murina",24.12234,"Lung","Pneumocystaceae","Eukaryote","M2212SGBCSW704"
"1040","M2212SGBCSW704FX100","Pneumocystis wakefieldiae",20.5590417,"Lung","Pneumocystaceae","Eukaryote","M2212SGBCSW704"
"1041","M2212SGCQJH661FX100","Wenzhou Apodemus agrarius hepacivirus 1",4.48144,"Lung","Flaviviridae","RNA Virus","M2212SGCQJH661"
"1042","M2212SGCQJH661FX100","Pneumocystis sus",1.433152,"Lung","Pneumocystaceae","Eukaryote","M2212SGCQJH661"
"1043","M2212SGHJSH671FNX100","Nippostrongylus brasiliensis",1.4329287,"Lung","Ancylostomatidae","Eukaryote","M2212SGHJSH671"
"1044","M2212SGHJSH672CX100","Betacoronavirus 1",86.7494753,"Gut","Coronaviridae","RNA Virus","M2212SGHJSH672"
"1045","M2212SGHJSH672FX100","Pneumocystis carinii",3.509832,"Lung","Pneumocystaceae","Eukaryote","M2212SGHJSH672"
"1046","M2212SGHJSH672PX100","Rat minute virus 2a",55.7179,"Spleen","Parvoviridae","DNA Virus","M2212SGHJSH672"
"1047","M2212SGHJSH673FNX100","Trypanosoma lewis",1.134572,"Lung","Trypanosomatidae","Eukaryote","M2212SGHJSH673"
"1048","M2212SGHJSH675FNX100","Guangdong rodent orbivirus",71.2981,"Lung","Sedoreoviridae","RNA Virus","M2212SGHJSH675"
"1049","M2212SGHJSH677C","Rat minute virus 2a",14171.75,"Gut","Parvoviridae","DNA Virus","M2212SGHJSH677"
"1050","M2212SGHJSH677FN","Rat minute virus 2a",473.7596,"Lung","Parvoviridae","DNA Virus","M2212SGHJSH677"
"1051","M2212SGHJSH677PN","Rat minute virus 2a",110487.0167,"Spleen","Parvoviridae","DNA Virus","M2212SGHJSH677"
"1052","M2212SGHJSH678CX100","Rodent astrovirus 3",17.50918,"Gut","Astroviridae","RNA Virus","M2212SGHJSH678"
"1053","M2212SGHJSH680PX100","Rat minute virus 2a",25.81653,"Spleen","Parvoviridae","DNA Virus","M2212SGHJSH680"
"1054","M2212SGHJSH681FX100","Trypanosoma lewis",1.897647,"Lung","Trypanosomatidae","Eukaryote","M2212SGHJSH681"
"1055","M2212SGHJSH682CX100","Rat minute virus 2a",8.205651,"Gut","Parvoviridae","DNA Virus","M2212SGHJSH682"
"1056","M2212SGHJSH682CX100","Rodent astrovirus 3",10.529367,"Gut","Astroviridae","RNA Virus","M2212SGHJSH682"
"1057","M2212SGHJSH682FX100","Beilong virus",19.7902,"Lung","Paramyxoviridae","RNA Virus","M2212SGHJSH682"
"1058","M2212SGHJSH682FX100","Trypanosoma lewis",1.612126,"Lung","Trypanosomatidae","Eukaryote","M2212SGHJSH682"
"1059","M2212SGHJSH682FX100","Betacoronavirus 1",13.61967,"Lung","Coronaviridae","RNA Virus","M2212SGHJSH682"
"1060","M2212SGHJSH683FX100","Betacoronavirus 1",50.42446,"Lung","Coronaviridae","RNA Virus","M2212SGHJSH683"
"1061","M2212SGHJSH684FX100","Betacoronavirus 1",34.4755,"Lung","Coronaviridae","RNA Virus","M2212SGHJSH684"
"1062","M2212SGHJSH684PX100","Bartonella kosoyi",388.08,"Spleen","Bartonellaceae","Bacteria","M2212SGHJSH684"
"1063","M2212SGHJSH685CX100","Cryptosporidium ubiquitum",1.299772,"Gut","Cryptosporidiidae","Eukaryote","M2212SGHJSH685"
"1064","M2212SGHJSH685CX100","Rodent astrovirus 3",104.826509,"Gut","Astroviridae","RNA Virus","M2212SGHJSH685"
"1065","M2212SGHJSH685CX100","Betacoronavirus 1",193.178463,"Gut","Coronaviridae","RNA Virus","M2212SGHJSH685"
"1066","M2212SGHMSW706FX100","Betacoronavirus 1",14.35902,"Lung","Coronaviridae","RNA Virus","M2212SGHMSW706"
"1067","M2212SGHMSW707CX100","Rabovirus A",157.1831,"Gut","Picornaviridae","RNA Virus","M2212SGHMSW707"
"1068","M2212SGHMSW707FX100","Pneumocystis wakefieldiae",1.551132,"Lung","Pneumocystaceae","Eukaryote","M2212SGHMSW707"
"1069","M2212SGHMSW708FNX100","Wenzhou virus",9.366762,"Lung","Arenaviridae","RNA Virus","M2212SGHMSW708"
"1070","M2212SGHMSW711CX100","Rodent astrovirus 1",270.624,"Gut","Astroviridae","RNA Virus","M2212SGHMSW711"
"1071","M2212SGHMSW711CX100","Strongyloides ratti",1.1919656,"Gut","Strongyloididae","Eukaryote","M2212SGHMSW711"
"1072","M2212SGHMSW711CX100","Rabovirus A",827.225,"Gut","Picornaviridae","RNA Virus","M2212SGHMSW711"
"1073","M2212SGHMSW711CX100","Giardia sp1",8.1530493,"Gut","Hexamitidae","Eukaryote","M2212SGHMSW711"
"1074","M2212SGHMSW711CX100","Rodent astrovirus 3",8.74903,"Gut","Astroviridae","RNA Virus","M2212SGHMSW711"
"1075","M2212SGHMSW711CX100","Hypotrichomonas",1.50188,"Gut","Hypotrichomonadidae","Eukaryote","M2212SGHMSW711"
"1076","M2212SGHMSW714FX100","Bartonella kosoyi",17.0727,"Lung","Bartonellaceae","Bacteria","M2212SGHMSW714"
"1077","M2212SGHMSW714PX100","Bartonella kosoyi",31.8574,"Spleen","Bartonellaceae","Bacteria","M2212SGHMSW714"
"1078","M2212SGHMSW715FX100","Beilong virus",4.102563,"Lung","Paramyxoviridae","RNA Virus","M2212SGHMSW715"
"1079","M2212SGHMSW715FX100","Guangdong rodent orbivirus",118.3964,"Lung","Sedoreoviridae","RNA Virus","M2212SGHMSW715"
"1080","M2212SGHMSW715PX100","Bartonella sp",207.227,"Spleen","Bartonellaceae","Bacteria","M2212SGHMSW715"
"1081","M2212SGHMSW715PX100","Guangdong rodent orbivirus",33.4048,"Spleen","Sedoreoviridae","RNA Virus","M2212SGHMSW715"
"1082","M2212SGHMSW715PX100","Bartonella kosoyi",207.227,"Spleen","Bartonellaceae","Bacteria","M2212SGHMSW715"
"1083","M2212SGHMSW716FX100","Pneumocystis wakefieldiae",26.5795459,"Lung","Pneumocystaceae","Eukaryote","M2212SGHMSW716"
"1084","M2212SGHMSW716FX100","Nippostrongylus brasiliensis",2.3175071,"Lung","Ancylostomatidae","Eukaryote","M2212SGHMSW716"
"1085","M2212SGHMSW717FNX100","Pneumocystis carinii",8.839539,"Lung","Pneumocystaceae","Eukaryote","M2212SGHMSW717"
